,goodreads_book_id,book_id,book_title,book_series,authors,average_rating,work_ratings_count,main_genre,sec_genre
801395,12232938,22,The Lovely Bones,,Alice Sebold,3.77,1661562,mystery,young adult
801495,12254379,8056,1Q84 #1-2,1Q84,"Haruki Murakami, Jay Rubin",4.07,12788,fantasy,science-fiction
801602,12262741,190,Wild: From Lost to Found on the Pacific Crest Trail,,Cheryl Strayed,3.96,420903,adventure,chick lit
801695,12275680,5139,Wicked Business,Lizzy & Diesel,Janet Evanovich,3.76,27369,mystery,paranormal
801795,12283261,3846,Between the Lines,Between the Lines,"Jodi Picoult, Samantha van Leer",3.58,33343,young adult,fantasy
801895,12287209,1628,Wool,Wool,Hugh Howey,4.12,59744,science-fiction,science-fiction
801995,12288282,7319,Gunmetal Magic,Kate Daniels,Ilona Andrews,4.28,24386,fantasy,fantasy
802095,12291438,7183,The Madman’s Daughter,The Madman’s Daughter,Megan Shepherd,3.69,19008,young adult,historical
802197,12294652,1080,My Life Next Door,,Huntley Fitzpatrick,4.02,108389,young adult,romance
802312,12299419,3150,Mystery Man,Dream Man,Kristen Ashley,4.25,57382,romance,suspense
802395,12326627,4532,The White Princess,The Plantagenet and Tudor Novels,Philippa Gregory,3.85,26092,historical,historical
802518,12326644,4243,The Kingmaker's Daughter,The Plantagenet and Tudor Novels,"Philippa Gregory, Mirjana Valent",3.95,28940,historical,historical
802595,12331767,6315,High-Rise,,J.G. Ballard,3.68,16156,science-fiction,science-fiction
802695,12341557,2412,The Wind Through the Keyhole,The Dark Tower,"Stephen King, Jae Lee",4.14,46620,fantasy,horror
802814,12351649,3384,Perfection,Neighbor from Hell,R.L. Mathewson,4.16,54721,romance,humor
802895,12360050,6871,The Dark Monk,The Hangman's Daughter,"Oliver Pötzsch, Lee Chadeayne",3.82,16223,historical,mystery
803006,12368985,4403,Consequences,Consequences,Aleatha Romig,3.97,35592,romance,suspense
803095,12383252,7250,Kiss the Dead,Anita Blake,Laurell K. Hamilton,3.79,20568,fantasy,paranormal
803195,12383869,6773,Sever,The Chemical Garden,Lauren DeStefano,3.8,22665,young adult,young adult
803297,12384157,5251,The Dressmaker,,Kate Alcott,3.44,22859,historical,historical
803397,12389310,9681,Crow's Row,Crow's Row,Julie Hockley,4.11,17916,romance,young adult
803495,12390650,8852,Wildest Dreams,Fantasyland,Kristen Ashley,4.19,20138,fantasy,romance
803611,12391521,1148,The Psychopath Test: A Journey Through the Madness Industry,,Jon Ronson,3.91,86096,humor,crime
803697,12394068,4072,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,,James Bowen,3.96,27131,drama,young adult
803795,12401556,1439,The Age of Miracles,,Karen Thompson Walker,3.64,71793,young adult,science-fiction
803906,12408149,5620,A Land More Kind Than Home,,Wiley Cash,3.84,18146,mystery,thriller
803995,12413836,4484,Avatar: The Last Airbender,The Promise,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",4.24,19111,fantasy,young adult
804100,12413949,9831,White Girl Problems,,Babe Walker,3.73,9373,chick lit,humor
804295,12425532,3453,Of Poseidon,The Syrena Legacy,Anna Banks,4.04,40540,fantasy,young adult
804395,12432220,2463,The False Prince,The Ascendance Trilogy #1),Jennifer A. Nielsen,4.22,52979,fantasy,young adult
804495,12444166,4539,Iced,Fever,Karen Marie Moning,4.13,32684,fantasy,fantasy
804595,12444297,7280,Burned,Fever,Karen Marie Moning,4.12,21149,fantasy,fantasy
804695,12444298,9982,Feverborn,Fever,Karen Marie Moning,4.18,14194,fantasy,fantasy
804811,12449167,8273,The Orchid House,,Lucinda Riley,3.8,13167,historical,romance
804895,12458287,9067,The Golden Dynasty,Fantasyland,Kristen Ashley,4.46,20055,fantasy,romance
805015,12475019,8235,Some Assembly Required: A Journal of My Son's First Son,,"Anne Lamott, Sam Lamott",3.61,10870,humor,romance
805095,12476820,2916,Partials,Partials Sequence,Dan Wells,3.94,44946,young adult,young adult
805211,12482658,7828,The Beginner's Goodbye,,Anne Tyler,3.58,14812,drama,romance
805295,12499290,2160,The Blinding Knife,Lightbringer,Brent Weeks,4.45,47269,fantasy,fantasy
805395,12507214,6649,Girl of Nightmares,Anna,Kendare Blake,3.9,22645,young adult,horror
805511,12513614,2659,Captive in the Dark,The Dark Duet,C.J. Roberts,4.01,59443,romance,suspense
805595,12522507,9926,Hidden,Firelight,Sophie Jordan,3.89,15826,fantasy,young adult
805713,12546674,8342,Wife by Wednesday,The Weekday Brides,Catherine Bybee,3.77,16368,romance,chick lit
805810,12547098,6090,The Baker's Daughter,,Sarah McCoy,3.94,16884,historical,historical
805897,12551077,7658,Stealing Parker,,Miranda Kenneally,3.88,16789,young adult,romance
805995,12558285,3347,Splintered,Splintered,A.G. Howard,3.96,41708,fantasy,young adult
806095,12578077,750,Obsidian,Lux,Jennifer L. Armentrout,4.23,176296,young adult,paranormal
806212,12583975,9030,The Billionaire Wins the Game,Billionaire Bachelors,Melody Anne,3.93,17585,romance,chick lit
806295,12588363,4456,Fallen in Love,Fallen,Lauren Kate,3.77,33324,young adult,fantasy
806395,12591698,2140,Caliban's War,The Expanse,James S.A. Corey,4.28,49441,science-fiction,science-fiction
806495,12598982,8803,Afterwards,,Rosamund Lupton,3.79,14146,mystery,thriller
806609,12602078,9971,The Tycoon's Revenge,Baby for the Billionaire,Melody Anne,3.87,17606,romance,chick lit
806895,12611073,5102,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,,Jonathan Cahn,3.93,17637,mystery,history
806995,12614410,7288,The Lost Prince,The Iron Fey: Call of the Forgotten,Julie Kagawa,4.05,22483,fantasy,young adult
807097,12615008,1822,"Revolution 2020: Love, Corruption, Ambition",,Chetan Bhagat,3.07,44470,romance,drama
807201,12617758,4629,The Expats,,Chris Pavone,3.42,24618,mystery,thriller
807295,12637490,5489,Goddess Interrupted,Goddess Test,Aimee Carter,4.02,27356,young adult,fantasy
807397,12647642,3081,Love Unrehearsed,Love,Tina Reber,4.26,42818,romance,chick lit
807495,12652457,3534,The Broken Eye,Lightbringer,Brent Weeks,4.46,30003,fantasy,fantasy
807595,12663646,7013,Hana,Delirium,Lauren Oliver,3.63,21357,young adult,young adult
807695,12667194,5856,Accordance,Significance,Shelly Crane,4.28,25326,paranormal,young adult
807895,12677913,7157,Tiger's Destiny,The Tiger Saga,Colleen Houck,4.41,19385,fantasy,young adult
807995,12680907,1766,Bitterblue,Graceling Realm,Kristin Cashore,4.01,80120,fantasy,young adult
808102,12687461,9879,Locked On,Jack Ryan Universe,"Tom Clancy, Mark Greaney",3.99,9976,thriller,action
808195,12700306,3478,Tricked,The Iron Druid Chronicles,Kevin Hearne,4.25,34563,fantasy,paranormal
808297,12700353,1375,Me and Earl and the Dying Girl,,Jesse Andrews,3.58,93511,young adult,young adult
808395,12706435,6111,Defiance,Significance,Shelly Crane,4.31,22889,paranormal,young adult
808513,12710035,9046,Hot Ticket,Sinners on Tour,Olivia Cunning,4.28,22197,romance,chick lit
808610,12710106,9258,Double Time,Sinners on Tour,Olivia Cunning,4.14,22130,romance,chick lit
808711,12712435,6474,Seating Arrangements,,Maggie Shipstead,3.02,16075,chick lit,humor
808795,12716010,1559,Rapture,Fallen,Lauren Kate,4.03,84367,young adult,paranormal
808913,12716613,2372,The Witness,,Nora Roberts,4.19,49415,romance,mystery
809032,12722468,4211,Elizabeth the Queen: The Life of a Modern Monarch,,Sally Bedell Smith,3.85,20705,history,historical
809113,12737118,9305,Wife 22,,Melanie Gideon,3.51,11967,chick lit,romance
809195,12743472,7062,Slated,Slated,Teri Terry,4.07,19805,young adult,young adult
809295,12751687,1122,Finale,Hush,Becca Fitzpatrick,4.22,112153,young adult,fantasy
809416,12752313,7564,"Lots of Candles, Plenty of Cake",,Anna Quindlen,3.71,14121,humor,humor
809495,12753231,7057,Monument 14,Monument 14,Emmy Laybourne,3.89,18739,young adult,young adult
809595,12755792,6703,A Hidden Fire,Elemental Mysteries,Elizabeth   Hunter,4.05,19967,paranormal,romance
809716,12758317,4697,In One Person,,John Irving,3.65,21588,coming-of-age,drama
809795,12760903,9332,The Vision,Fallen Star,Jessica Sorensen,4.15,12785,paranormal,fantasy
809912,12782865,9329,The Lewis Man,The Lewis Trilogy,Peter  May,4.2,11467,mystery,crime
809995,12791521,8234,"Batman: Earth One, Volume 1",,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",4.06,12109,fantasy,crime
810095,12792658,6616,UnSouled,Unwind,Neal Shusterman,4.23,19175,young adult,science-fiction
810197,12799058,4362,Summerland,,Elin Hilderbrand,3.85,24115,chick lit,romance
810295,12812550,1502,Days of Blood & Starlight,Daughter of Smoke & Bone,Laini Taylor,4.21,99031,fantasy,young adult
810395,12813630,3332,The Coldest Girl in Coldtown,,Holly Black,3.86,40976,young adult,fantasy
810497,12813860,7437,A Midsummer's Nightmare,,Kody Keplinger,3.83,18056,young adult,romance
810597,12820360,3746,Edenbrooke,Edenbrooke,Julianne Donaldson,4.34,30220,romance,historical
810695,12820793,2171,The Oath of the Vayuputras,Shiva Trilogy,Amish Tripathi,3.66,39627,historical,adventure
810797,12842134,3879,Just One Year,Just One Day,Gayle Forman,3.9,34354,young adult,romance
810895,12846479,7776,Destined,Wings,Aprilynne Pike,4.19,19571,fantasy,young adult
811001,12849385,1831,The Innocent,Will Robie,David Baldacci,4.1,56819,suspense,crime
811095,12866426,3424,Taken at Dusk,Shadow Falls,C.C. Hunter,4.33,38390,paranormal,young adult
811216,12867423,5698,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",,Rachel Dratch,3.57,17632,humor,humor
811319,12868761,745,Let's Pretend This Never Happened: A Mostly True Memoir,,Jenny  Lawson,3.9,130593,humor,humor
811397,12872236,4685,Canada,,Richard Ford,3.49,21456,coming-of-age,crime
811497,12875258,993,Tell the Wolves I'm Home,,Carol Rifka Brunt,4.04,96546,young adult,young adult
811602,12875355,1565,Death Comes to Pemberley,,P.D. James,3.21,74781,mystery,historical
811725,12878300,8182,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,,Eric Blehm,4.53,10382,history,historical
811810,12878667,8960,The Red House,,Mark Haddon,2.93,12543,drama,coming-of-age
811895,12880428,4882,The Wolf Gift,The Wolf Gift Chronicles,Anne Rice,3.52,22474,fantasy,horror
812013,12881141,5896,Wild Man,Dream Man,Kristen Ashley,4.21,35090,romance,suspense
812101,12888599,5595,The Lifeboat,,Charlotte Rogan,3.2,20594,historical,historical
812195,12891107,2682,King of Thorns,The Broken Empire,Mark  Lawrence,4.2,39403,fantasy,science-fiction
812295,12893742,1359,The Serpent's Shadow,Kane Chronicles,Rick Riordan,4.28,89532,fantasy,young adult
812397,12900174,2364,The Vincent Boys,The Vincent Boys,Abbi Glines,3.98,66263,romance,young adult
812495,12900491,8458,Wicked Nights,Angels of the Dark,Gena Showalter,4.11,19576,paranormal,romance
812597,12902549,4037,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",,"Laura Schroff, Alex Tresniowski, Valerie Salembier",4.0,24873,young adult,history
812695,12908877,5689,Until I Die,Revenants,Amy Plum,4.17,25365,young adult,paranormal
812810,12922320,5654,Criminal,Will Trent,Karin Slaughter,4.21,21262,mystery,crime
812895,12924253,8493,Once,Eve,Anna Carey,3.9,16382,young adult,young adult
812995,12924261,5605,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It",John Dies at the End,David Wong,4.26,18053,horror,humor
813095,12925063,5223,Inescapable,The Premonition,Amy A. Bartol,4.05,28592,paranormal,young adult
813195,12926132,8378,Palace of Stone,Princess Academy,Shannon Hale,3.95,16889,fantasy,young adult
813334,12926432,8061,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,,Fiona Carnarvon,3.61,14331,history,historical
813397,12926804,7181,One for the Murphys,,Lynda Mullaly Hunt,4.31,17018,young adult,young adult
813495,12951824,4402,The Perfect Hope,Inn Boonsboro,Nora Roberts,4.14,30797,romance,chick lit
813595,12954620,4500,Falling Kingdoms,Falling Kingdoms,"Morgan Rhodes, Michelle Rowen",3.83,36097,fantasy,young adult
813713,12958487,6208,Lady Luck,Colorado Mountain,Kristen Ashley,4.44,30775,romance,suspense
813797,12959045,9367,My Friend Dahmer,,Derf Backderf,3.88,12333,crime,young adult
813895,12959086,4449,The Demigod Diaries,,"Rick Riordan, Haley Riordan",4.19,32365,fantasy,young adult
813995,12959233,1081,Winter of the World,The Century Trilogy #2),Ken Follett,4.29,88328,historical,history
814095,12962439,3282,"A Game of Thrones: The Graphic Novel, Vol. 1",,"Daniel Abraham, George R.R. Martin, Tommy Patterson",4.48,26951,fantasy,adventure
814230,12968662,8230,Gold,,Chris Cleave,3.68,13423,drama,romance
814295,12971616,1716,The Rise of Nine,Lorien Legacies,Pittacus Lore,4.2,75861,young adult,fantasy
814395,12977172,9898,Spark,Elemental,Brigid Kemmerer,4.16,14469,young adult,paranormal
814497,12982393,6623,Dare Me,,Megan Abbott,3.23,17353,young adult,mystery
814595,12983100,2008,World After,Penryn & the End of Days,Susan Ee,4.22,69103,young adult,fantasy
814724,12987640,3335,Imagine: How Creativity Works,,Jonah Lehrer,3.75,25545,history,0
814796,12987977,1268,Where We Belong,,Emily Giffin,3.86,73648,chick lit,romance
814895,12988016,8345,Shadow's Claim,Immortals After Dark,Kresley Cole,4.28,19916,paranormal,romance
814995,12988089,7091,Rise of the Elgen,Michael Vey,Richard Paul Evans,4.29,16060,young adult,science-fiction
815097,12989112,9917,Such a Rush,,Jennifer Echols,3.84,13796,young adult,romance
815195,12995284,4408,Dreamless,Starcrossed,Josephine Angelini,4.2,33819,fantasy,young adult
815295,13003565,8106,The Invaders,Brotherband Chronicles,John Flanagan,4.4,14222,fantasy,young adult
815395,13007638,8615,Celebrity in Death,In Death,J.D. Robb,4.28,17472,mystery,romance
815495,13010211,9937,Promised,Birthmarked,Caragh M. O'Brien,3.77,12884,young adult,young adult
815595,13027304,1355,The Hunger Games Tribute Guide,,Emily Seife,4.4,67666,young adult,young adult
815708,13030356,8994,Bones Are Forever,Temperance Brennan,Kathy Reichs,3.86,14929,mystery,crime
815795,13031445,9709,The Hunger Pains: A Parody,,The Harvard Lampoon,3.89,8833,humor,young adult
815901,13035050,9786,The Good Father,,Diane Chamberlain,3.94,11400,chick lit,drama
816009,13037558,7938,"I, Michael Bennett",Michael Bennett,"James Patterson, Michael Ledwidge",4.04,15012,mystery,thriller
816097,13041934,4991,Can Love Happen Twice?,,Ravinder Singh,3.31,16172,romance,romance
816195,13042154,7452,Rebel Heart,Dust Lands,Moira Young,3.89,17545,young adult,young adult
816295,13047090,1169,Onyx,Lux,Jennifer L. Armentrout,4.33,119355,young adult,paranormal
816395,13049981,3975,Boundless,Unearthly,Cynthia Hand,4.15,38101,young adult,fantasy
816510,13051316,8813,The Misremembered Man,Tailorstown #1),Christina McKenna,3.72,10824,historical,romance
816595,13055592,1816,Redshirts,,John Scalzi,3.84,62419,science-fiction,sci-fi-fantasy
816712,13056159,2350,The Chaperone,,Laura Moriarty,3.84,45889,historical,historical
816795,13056511,9500,Heaven,Halo,Alexandra Adornetto,3.91,15135,young adult,fantasy
816915,13057939,7228,In the Shadow of the Banyan,,Vaddey Ratner,4.04,14443,historical,history
817012,13065142,8058,Rock Chick Reckoning,Rock Chick,Kristen Ashley,4.44,24995,romance,humor
817097,13065327,9955,Wild Cards,Wild Cards,Simone Elkeles,3.95,15400,young adult,romance
817297,13069935,6925,Ask the Passengers,,A.S. King,3.88,18978,young adult,young adult
817395,13070346,7134,Blood Rites,The Grey Wolves,Quinn Loftis,4.41,18435,paranormal,young adult
817507,13083008,5688,Live by Night,Coughlin,Dennis Lehane,3.89,17522,historical,crime
817595,13089710,946,The Kill Order,Maze Runner,James Dashner,3.69,109441,young adult,young adult
817709,13093001,6936,Stolen Prey,Lucas Davenport,John Sandford,4.17,16316,mystery,thriller
817795,13096848,8743,Avatar: The Last Airbender,The Promise,"Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",4.43,12396,fantasy,young adult
817901,13097901,6486,"Merry Christmas, Alex Cross",Alex Cross,James Patterson,3.85,17135,mystery,thriller
818023,13099738,1141,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,,Austin Kleon,3.86,97114,humor,0
818095,13104080,1170,Unravel Me,Shatter Me,Tahereh Mafi,4.28,116847,young adult,paranormal
818197,13105527,8200,I Wrote This For You,,"pleasefindthis, Iain S. Thomas, Jon Ellis",4.17,12796,romance,young adult
818295,13109291,7244,Blood of Dragons,Rain Wild Chronicles,Robin Hobb,4.12,15410,fantasy,sci-fi-fantasy
818397,13111733,7100,Sempre,Sempre,J.M. Darhower,4.21,23525,romance,young adult
818497,13112023,8421,One Breath Away,,Heather Gudenkauf,3.98,14331,thriller,thriller
818595,13115995,9218,Everbound,Everneath,Brodi Ashton,4.06,16560,young adult,fantasy
818702,13117308,7376,Black List,Scot Harvath,Brad Thor,4.2,13920,thriller,action
818795,13125234,5710,Twice Tempted,Night Prince,Jeaniene Frost,4.3,29741,paranormal,romance
818895,13125947,1054,Reached,Matched,Ally Condie,3.56,117859,science-fiction,fantasy
819013,13127599,1610,The Shoemaker's Wife,,Adriana Trigiani,3.98,62046,historical,romance
819095,13129925,9954,Horrorstör,,"Grady Hendrix, Michael Rogalski",3.59,12003,horror,humor
819197,13132816,9207,Emmy & Oliver,,Robin Benway,3.91,14587,young adult,young adult
819295,13138635,2983,These Broken Stars,Starbound,"Amie Kaufman, Meagan Spooner",3.93,48016,young adult,science-fiction
819397,13146214,3040,Because of Low,Sea Breeze,Abbi Glines,4.14,50782,romance,young adult
819495,13147230,2866,The Long Earth,The Long Earth,"Terry Pratchett, Stephen Baxter",3.74,38437,science-fiction,fantasy
819602,13148921,7625,Bloodline,Sigma Force,James Rollins,4.23,15198,thriller,adventure
819695,13151129,4049,Earth Unaware,The First Formic War,"Orson Scott Card, Aaron Johnston",3.91,29693,science-fiction,science-fiction
819809,13151283,9445,بضع ساعات في يوم ما,,محمد صادق,3.14,7875,romance,0
819909,13151637,9829,طه الغريب,,محمد صادق,3.67,7735,romance,0
